Land ID,Location,Size (Acres),Base Price (INR),Current Bid (INR),Bidder ID,Bid Timestamp,Status
LAND00997,Salem,2.37,482866,495872,BID145,2025-02-12 04:08:06,Closed
LAND00998,Chennai,8.52,213143,225392,BID915,2025-03-26 16:08:06,Open
LAND00999,Chennai,8.49,414360,453065,BID146,2025-03-26 15:08:06,Closed
LAND01000,Salem,8.33,213215,255223,BID423,2025-03-28 05:08:06,Sold
LAND01001,Trichy,9.46,241135,260544,BID275,2025-03-07 23:08:06,Closed
LAND01002,Madurai,1.71,426042,521588,BID794,2025-02-10 08:08:06,Open
LAND01003,Coimbatore,3.72,285145,297017,BID678,2025-03-25 05:08:06,Closed
LAND01004,Coimbatore,8.03,242190,287431,BID935,2025-02-10 09:08:06,Closed
LAND01005,Salem,2.82,277734,316453,BID972,2025-03-23 15:08:06,Sold
LAND01006,Chennai,7.47,199663,212101,BID375,2025-03-27 15:08:06,Open
LAND01007,Coimbatore,4.92,414261,496522,BID666,2025-03-21 19:08:06,Open
LAND01008,Salem,3.02,431046,508646,BID134,2025-03-01 15:08:06,Closed
LAND01009,Madurai,7.93,361668,375488,BID697,2025-04-04 05:08:06,Closed
LAND01010,Coimbatore,2.37,312061,359330,BID793,2025-03-26 17:08:06,Sold
LAND01011,Coimbatore,7.72,365595,462491,BID428,2025-04-05 06:08:06,Sold
LAND01012,Coimbatore,5.84,235572,300132,BID722,2025-03-15 21:08:06,Open
LAND01013,Madurai,9.75,178593,263900,BID355,2025-03-18 02:08:06,Closed
LAND01014,Coimbatore,7.96,461279,508906,BID640,2025-02-27 20:08:06,Open
LAND01015,Trichy,3.26,497087,514402,BID124,2025-04-04 09:08:06,Open
LAND01016,Madurai,3.4,415315,470145,BID633,2025-04-02 16:08:06,Sold
LAND01017,Madurai,7.17,354354,392667,BID442,2025-03-15 14:08:06,Sold
LAND01018,Coimbatore,7.64,208535,220192,BID997,2025-04-02 22:08:06,Closed
LAND01019,Coimbatore,8.47,117012,193801,BID385,2025-03-12 10:08:06,Sold
LAND01020,Trichy,7.39,229559,297269,BID506,2025-02-27 15:08:06,Sold
LAND01021,Chennai,7.43,452069,528584,BID359,2025-03-06 19:08:06,Closed
LAND01022,Trichy,9.8,423511,508161,BID385,2025-03-30 05:08:06,Sold
LAND01023,Salem,7.36,348726,440433,BID254,2025-02-06 16:08:06,Open
LAND01024,Madurai,8.02,303386,397667,BID608,2025-03-12 04:08:06,Sold
LAND01025,Trichy,6.52,322048,417260,BID383,2025-03-28 08:08:06,Sold
LAND01026,Coimbatore,8.73,310552,342747,BID937,2025-04-03 05:08:06,Closed
LAND01027,Coimbatore,6.67,234050,272484,BID840,2025-03-06 06:08:06,Open
LAND01028,Coimbatore,3.55,118404,150514,BID570,2025-04-01 22:08:06,Open
LAND01029,Salem,8.18,193022,205791,BID105,2025-04-06 06:08:06,Open
LAND01030,Chennai,7.27,275087,342250,BID947,2025-03-20 17:08:06,Closed
LAND01031,Salem,6.09,170601,253296,BID491,2025-02-21 20:08:06,Open
LAND01032,Coimbatore,7.08,247714,272309,BID209,2025-03-25 08:08:06,Open
LAND01033,Chennai,4.02,227820,300186,BID395,2025-03-11 14:08:06,Open
LAND01034,Coimbatore,3.23,220016,315815,BID448,2025-03-31 10:08:06,Closed
LAND01035,Coimbatore,2.79,472585,537063,BID668,2025-03-12 14:08:06,Closed
LAND01036,Salem,9.35,127484,222407,BID840,2025-03-01 22:08:06,Sold
LAND01037,Coimbatore,3.96,420906,494026,BID538,2025-02-19 19:08:06,Sold
LAND01038,Coimbatore,8.3,302578,398805,BID996,2025-03-15 21:08:06,Sold
LAND01039,Madurai,7.58,133226,219486,BID315,2025-03-29 20:08:06,Sold
LAND01040,Chennai,8.99,227957,310720,BID545,2025-03-19 15:08:06,Closed
LAND01041,Chennai,7.5,435590,499443,BID970,2025-04-05 03:08:06,Closed
LAND01042,Coimbatore,1.68,374894,437360,BID570,2025-03-04 19:08:06,Sold
LAND01043,Coimbatore,1.34,352609,365106,BID508,2025-03-03 02:08:06,Open
LAND01044,Chennai,3.74,441425,476865,BID355,2025-02-06 20:08:06,Open
LAND01045,Trichy,8.17,120581,130728,BID790,2025-02-26 16:08:06,Closed
LAND01046,Coimbatore,5.55,272252,369663,BID856,2025-02-15 23:08:06,Open
LAND01047,Madurai,7.91,182856,261485,BID985,2025-03-26 15:08:06,Open
LAND01048,Chennai,8.02,362650,421982,BID211,2025-02-16 10:08:06,Open
LAND01049,Coimbatore,1.93,231342,265622,BID241,2025-03-06 11:08:06,Open
LAND01050,Coimbatore,1.44,469272,531158,BID548,2025-02-19 16:08:06,Open
LAND01051,Madurai,6.49,364695,422389,BID120,2025-03-21 21:08:06,Closed
LAND01052,Trichy,4.18,340141,432902,BID440,2025-02-05 22:08:06,Closed
LAND01053,Coimbatore,6.75,459305,558339,BID260,2025-03-20 03:08:06,Open
LAND01054,Coimbatore,9.77,380129,401578,BID589,2025-03-23 21:08:06,Sold
LAND01055,Coimbatore,4.15,344938,430243,BID707,2025-03-08 01:08:06,Closed
LAND01056,Coimbatore,9.78,197067,287599,BID582,2025-02-13 05:08:06,Closed
LAND01057,Chennai,4.82,373323,419848,BID187,2025-03-04 06:08:06,Closed
LAND01058,Salem,1.66,145416,201705,BID175,2025-03-18 10:08:06,Closed
LAND01059,Chennai,3.71,265998,322854,BID609,2025-03-06 07:08:06,Closed
LAND01060,Coimbatore,8.55,456900,468758,BID734,2025-02-17 01:08:06,Open
LAND01061,Madurai,6.63,459387,515798,BID647,2025-04-03 12:08:06,Closed
LAND01062,Chennai,9.08,237978,260063,BID780,2025-03-01 08:08:06,Open
LAND01063,Chennai,6.64,366421,386831,BID809,2025-03-09 00:08:06,Sold
LAND01064,Salem,1.35,243084,338840,BID800,2025-02-10 02:08:06,Open
LAND01065,Trichy,7.04,294784,318204,BID230,2025-02-06 08:08:06,Open
LAND01066,Trichy,2.89,247066,281089,BID288,2025-03-07 05:08:06,Closed
LAND01067,Madurai,1.83,115632,209445,BID349,2025-03-24 10:08:06,Open
LAND01068,Chennai,4.48,414280,476527,BID907,2025-03-24 10:08:06,Sold
LAND01069,Coimbatore,5.31,282739,330997,BID759,2025-04-05 19:08:06,Open
LAND01070,Trichy,6.69,441085,451657,BID440,2025-03-20 07:08:06,Sold
LAND01071,Coimbatore,7.64,359469,386660,BID124,2025-03-18 13:08:06,Closed
LAND01072,Trichy,8.17,182104,216489,BID333,2025-03-03 09:08:06,Sold
LAND01073,Coimbatore,2.43,383408,393982,BID357,2025-02-22 21:08:06,Open
LAND01074,Madurai,6.83,460531,552647,BID354,2025-02-21 12:08:06,Closed
LAND01075,Madurai,1.25,326314,425948,BID774,2025-04-05 23:08:06,Closed
LAND01076,Coimbatore,8.63,332919,420556,BID797,2025-03-03 17:08:06,Open
LAND01077,Chennai,5.96,113167,207210,BID586,2025-02-25 18:08:06,Closed
LAND01078,Trichy,1.44,171419,227152,BID578,2025-03-19 22:08:06,Closed
LAND01079,Madurai,7.42,478940,517775,BID702,2025-03-05 14:08:06,Sold
LAND01080,Chennai,1.03,262535,274282,BID563,2025-04-03 02:08:06,Open
LAND01081,Trichy,8.98,329555,355796,BID801,2025-02-22 09:08:06,Sold
LAND01082,Madurai,4.8,430139,516889,BID368,2025-02-10 02:08:06,Sold
LAND01083,Coimbatore,3.61,424471,507305,BID743,2025-03-21 19:08:06,Open
LAND01084,Salem,3.79,279674,364890,BID472,2025-02-06 16:08:06,Closed
LAND01085,Trichy,3.87,205777,279388,BID337,2025-03-28 23:08:06,Sold
LAND01086,Trichy,4.16,403992,423513,BID947,2025-02-13 18:08:06,Sold
LAND01087,Trichy,1.06,250869,346977,BID578,2025-03-15 13:08:06,Sold
LAND01088,Salem,6.04,485140,551333,BID192,2025-02-14 16:08:06,Open
LAND01089,Salem,8.37,127059,221470,BID401,2025-03-01 21:08:06,Closed
LAND01090,Coimbatore,3.46,297220,376692,BID770,2025-03-05 20:08:06,Sold
LAND01091,Coimbatore,5.81,185096,267022,BID870,2025-04-04 17:08:06,Open
LAND01092,Trichy,4.73,215204,309280,BID354,2025-02-07 02:08:06,Closed
LAND01093,Chennai,3.08,468463,535931,BID133,2025-02-11 21:08:06,Open
LAND01094,Coimbatore,9.34,403509,415218,BID972,2025-03-21 21:08:06,Open
LAND01095,Coimbatore,9.76,363156,402691,BID976,2025-04-05 20:08:06,Open
LAND01096,Salem,4.94,188805,287081,BID652,2025-03-22 20:08:06,Sold
LAND01097,Salem,6.31,169005,211765,BID887,2025-03-24 20:08:06,Sold
LAND01098,Coimbatore,6.57,362006,444028,BID561,2025-03-24 18:08:06,Sold
LAND01099,Trichy,2.14,129390,171362,BID642,2025-03-31 08:08:06,Open
LAND01100,Chennai,6.85,111576,173067,BID649,2025-02-20 03:08:06,Open
LAND01101,Coimbatore,1.2,314537,354614,BID218,2025-02-27 05:08:06,Closed
LAND01102,Coimbatore,1.06,419596,453180,BID195,2025-03-10 05:08:06,Open
LAND01103,Madurai,4.1,163380,200443,BID845,2025-03-02 02:08:06,Sold
LAND01104,Chennai,3.55,290201,372718,BID409,2025-03-13 09:08:06,Closed
LAND01105,Chennai,4.0,111135,191488,BID695,2025-02-08 17:08:06,Open
LAND01106,Coimbatore,7.63,374165,452790,BID913,2025-04-05 09:08:06,Sold
LAND01107,Trichy,8.67,232572,310095,BID353,2025-03-13 16:08:06,Open
LAND01108,Madurai,7.29,424502,434514,BID871,2025-03-07 05:08:06,Closed
LAND01109,Madurai,9.12,353293,436832,BID480,2025-02-27 22:08:06,Sold
LAND01110,Salem,8.44,444734,461595,BID209,2025-03-28 05:08:06,Closed
LAND01111,Madurai,3.03,226067,266296,BID372,2025-02-14 01:08:06,Sold
LAND01112,Salem,8.95,458980,492715,BID825,2025-03-02 04:08:06,Sold
LAND01113,Salem,4.35,494521,521340,BID905,2025-02-16 05:08:06,Open
LAND01114,Coimbatore,5.81,424673,508903,BID168,2025-02-07 11:08:06,Open
LAND01115,Trichy,8.28,373829,409500,BID618,2025-02-09 01:08:06,Open
LAND01116,Coimbatore,9.67,303957,393755,BID813,2025-03-15 12:08:06,Closed
LAND01117,Madurai,2.99,460063,486525,BID254,2025-03-29 03:08:06,Sold
LAND01118,Trichy,9.89,270732,293796,BID447,2025-02-16 17:08:06,Closed
LAND01119,Salem,9.0,481665,538892,BID141,2025-03-07 05:08:06,Open
LAND01120,Coimbatore,3.77,412032,507157,BID581,2025-02-10 13:08:06,Open
LAND01121,Coimbatore,9.73,373660,466080,BID367,2025-03-26 00:08:06,Sold
LAND01122,Salem,4.8,484703,566208,BID505,2025-03-08 04:08:06,Closed
LAND01123,Madurai,6.01,470640,556070,BID359,2025-03-30 08:08:06,Open
LAND01124,Madurai,2.15,393911,456941,BID873,2025-03-30 10:08:06,Closed
LAND01125,Madurai,3.98,102878,175854,BID954,2025-03-18 04:08:06,Closed
LAND01126,Salem,2.8,441315,528376,BID975,2025-03-19 00:08:06,Closed
LAND01127,Trichy,6.59,427612,457698,BID128,2025-04-03 16:08:06,Open
LAND01128,Chennai,2.28,439163,516115,BID378,2025-03-19 13:08:06,Open
LAND01129,Trichy,4.31,278202,347996,BID649,2025-02-24 01:08:06,Open
LAND01130,Chennai,7.47,256213,321280,BID466,2025-02-07 15:08:06,Sold
LAND01131,Coimbatore,8.79,189348,254987,BID584,2025-02-24 21:08:06,Sold
LAND01132,Trichy,6.15,245403,261612,BID357,2025-03-09 21:08:06,Open
LAND01133,Coimbatore,7.37,460817,555327,BID567,2025-02-20 10:08:06,Sold
LAND01134,Trichy,5.94,103465,167111,BID426,2025-04-03 16:08:06,Sold
LAND01135,Trichy,3.12,253850,327861,BID285,2025-03-21 06:08:06,Open
LAND01136,Madurai,3.38,491839,542443,BID729,2025-03-06 16:08:06,Closed
LAND01137,Salem,6.28,425317,474931,BID877,2025-03-30 06:08:06,Sold
LAND01138,Chennai,2.99,485634,582843,BID629,2025-03-12 17:08:06,Open
LAND01139,Salem,5.51,140029,232367,BID381,2025-03-22 19:08:06,Closed
LAND01140,Salem,8.4,177086,211031,BID909,2025-03-21 02:08:06,Open
LAND01141,Coimbatore,2.35,284377,341957,BID953,2025-02-12 21:08:06,Closed
LAND01142,Salem,5.13,309936,389727,BID946,2025-03-06 00:08:06,Open
LAND01143,Chennai,7.5,372981,448357,BID290,2025-02-10 12:08:06,Open
LAND01144,Coimbatore,2.85,190988,235648,BID722,2025-03-11 00:08:06,Sold
LAND01145,Madurai,5.27,183546,277833,BID505,2025-02-13 03:08:06,Closed
LAND01146,Trichy,3.66,260874,353072,BID921,2025-03-05 16:08:06,Sold
LAND01147,Salem,7.79,343555,389991,BID501,2025-02-19 08:08:06,Open
LAND01148,Coimbatore,2.15,458387,493852,BID399,2025-03-22 00:08:06,Open
LAND01149,Chennai,9.34,175980,267987,BID582,2025-03-14 19:08:06,Open
LAND01150,Madurai,9.55,211322,305528,BID813,2025-02-20 18:08:06,Sold
LAND01151,Salem,2.74,191560,287126,BID530,2025-02-06 06:08:06,Closed
LAND01152,Madurai,2.19,113127,187273,BID863,2025-03-19 11:08:06,Open
LAND01153,Madurai,5.45,402932,426148,BID186,2025-03-20 02:08:06,Open
LAND01154,Salem,7.35,415443,461280,BID349,2025-03-18 10:08:06,Open
LAND01155,Chennai,5.7,316152,415293,BID475,2025-03-31 11:08:06,Closed
LAND01156,Trichy,2.41,147362,157656,BID261,2025-04-03 18:08:06,Open
LAND01157,Trichy,1.37,400506,415575,BID725,2025-03-29 01:08:06,Sold
LAND01158,Coimbatore,4.85,128158,168032,BID138,2025-03-21 12:08:06,Sold
LAND01159,Coimbatore,4.89,446675,463686,BID498,2025-04-02 15:08:06,Closed
LAND01160,Salem,7.31,168575,231795,BID605,2025-02-17 12:08:06,Closed
LAND01161,Coimbatore,9.19,306942,394424,BID498,2025-02-13 05:08:06,Open
LAND01162,Trichy,6.14,247052,346378,BID305,2025-03-09 08:08:06,Sold
LAND01163,Madurai,5.7,275420,304295,BID738,2025-02-16 05:08:06,Open
LAND01164,Chennai,3.38,296725,344621,BID740,2025-02-17 18:08:06,Open
LAND01165,Salem,9.02,284790,296268,BID845,2025-02-07 08:08:06,Sold
LAND01166,Coimbatore,6.47,223885,237729,BID525,2025-03-22 21:08:06,Open
LAND01167,Chennai,4.75,202423,227299,BID901,2025-03-12 02:08:06,Sold
LAND01168,Madurai,6.41,351598,418521,BID233,2025-02-21 08:08:06,Open
LAND01169,Salem,3.23,108185,189665,BID677,2025-03-03 04:08:06,Open
LAND01170,Coimbatore,1.77,197533,256734,BID980,2025-03-02 07:08:06,Closed
LAND01171,Coimbatore,2.81,374025,408916,BID539,2025-03-09 06:08:06,Sold
LAND01172,Salem,2.13,457143,493117,BID151,2025-03-07 19:08:06,Closed
LAND01173,Salem,6.77,103781,141964,BID783,2025-02-20 05:08:06,Open
LAND01174,Chennai,4.72,140190,161738,BID691,2025-03-18 04:08:06,Closed
LAND01175,Coimbatore,7.45,389283,454367,BID457,2025-02-16 23:08:06,Sold
LAND01176,Madurai,6.87,424720,436274,BID642,2025-02-16 09:08:06,Closed
LAND01177,Coimbatore,1.58,172334,210921,BID647,2025-02-26 05:08:06,Open
LAND01178,Salem,3.62,378039,463310,BID369,2025-02-13 01:08:06,Open
LAND01179,Salem,6.86,193912,292822,BID820,2025-03-29 12:08:06,Sold
LAND01180,Salem,9.2,133582,197128,BID462,2025-03-21 21:08:06,Sold
LAND01181,Trichy,9.41,424984,514148,BID594,2025-04-03 07:08:06,Open
LAND01182,Chennai,5.08,192535,205377,BID117,2025-02-25 18:08:06,Open
LAND01183,Trichy,9.48,284142,313093,BID616,2025-02-09 11:08:06,Open
LAND01184,Madurai,2.7,231137,241905,BID721,2025-03-22 05:08:06,Sold
LAND01185,Coimbatore,2.99,487601,547889,BID614,2025-03-19 02:08:06,Closed
LAND01186,Salem,8.07,133043,149395,BID418,2025-04-06 06:08:06,Open
LAND01187,Coimbatore,3.42,265338,290286,BID478,2025-03-30 09:08:06,Open
LAND01188,Trichy,8.47,156217,175561,BID284,2025-03-03 08:08:06,Open
LAND01189,Chennai,4.05,220605,302302,BID522,2025-03-08 07:08:06,Sold
LAND01190,Salem,2.89,498734,538080,BID641,2025-03-09 06:08:06,Open
LAND01191,Salem,7.83,454157,504632,BID993,2025-04-03 06:08:06,Closed
LAND01192,Chennai,3.14,354414,424997,BID224,2025-02-25 19:08:06,Sold
LAND01193,Madurai,6.46,274678,294927,BID118,2025-02-06 17:08:06,Closed
LAND01194,Chennai,3.83,417353,496240,BID538,2025-02-20 16:08:06,Open
LAND01195,Salem,6.19,348619,436133,BID465,2025-03-18 18:08:06,Open
LAND01196,Madurai,1.02,498974,560212,BID850,2025-02-12 15:08:06,Open
LAND01197,Trichy,5.6,323569,411950,BID428,2025-02-22 23:08:06,Closed
LAND01198,Coimbatore,2.88,449567,522183,BID757,2025-02-11 16:08:06,Sold
LAND01199,Madurai,5.29,173754,225758,BID250,2025-04-05 06:08:06,Closed
LAND01200,Trichy,2.53,298166,308784,BID824,2025-03-10 19:08:06,Sold
LAND01201,Trichy,9.98,409239,460124,BID519,2025-02-13 20:08:06,Closed
LAND01202,Madurai,2.17,363480,402644,BID985,2025-03-07 20:08:06,Closed
LAND01203,Salem,6.54,245981,288662,BID996,2025-02-08 15:08:06,Closed
LAND01204,Trichy,4.75,102262,141868,BID955,2025-03-20 09:08:06,Closed
LAND01205,Chennai,5.1,152827,203069,BID417,2025-03-06 03:08:06,Open
LAND01206,Chennai,9.36,274524,288524,BID203,2025-04-03 09:08:06,Sold
LAND01207,Madurai,6.98,487285,571966,BID652,2025-02-16 03:08:06,Sold
LAND01208,Chennai,9.74,327047,367609,BID300,2025-04-05 16:08:06,Sold
LAND01209,Salem,4.08,123394,188449,BID553,2025-04-04 08:08:06,Open
LAND01210,Chennai,5.49,303419,386708,BID988,2025-02-18 14:08:06,Closed
LAND01211,Madurai,5.66,150559,199640,BID539,2025-02-25 08:08:06,Closed
LAND01212,Trichy,5.83,357810,429194,BID897,2025-02-28 19:08:06,Closed
LAND01213,Salem,8.37,384367,413138,BID160,2025-03-09 13:08:06,Open
LAND01214,Coimbatore,8.07,358217,374618,BID882,2025-03-12 18:08:06,Open
LAND01215,Salem,9.43,166487,220933,BID242,2025-03-19 06:08:06,Closed
LAND01216,Trichy,3.87,349919,376242,BID495,2025-02-22 09:08:06,Sold
LAND01217,Madurai,6.39,107216,124993,BID232,2025-03-20 12:08:06,Open
LAND01218,Salem,8.78,136339,156574,BID706,2025-02-12 13:08:06,Open
LAND01219,Coimbatore,8.85,171963,203036,BID176,2025-02-17 20:08:06,Sold
LAND01220,Madurai,2.96,328538,396985,BID826,2025-02-08 03:08:06,Sold
LAND01221,Trichy,7.87,415044,479501,BID827,2025-02-08 20:08:06,Sold
LAND01222,Chennai,5.88,477701,558318,BID193,2025-02-27 15:08:06,Closed
LAND01223,Salem,8.27,181972,242938,BID216,2025-02-05 16:08:06,Closed
LAND01224,Salem,7.52,106860,161191,BID745,2025-02-20 09:08:06,Closed
LAND01225,Trichy,1.57,491651,553128,BID414,2025-03-21 04:08:06,Sold
LAND01226,Coimbatore,7.14,373844,419224,BID617,2025-03-05 11:08:06,Closed
LAND01227,Chennai,7.07,238016,278139,BID715,2025-03-04 20:08:06,Sold
LAND01228,Madurai,7.53,108119,174281,BID811,2025-02-09 07:08:06,Open
LAND01229,Salem,2.54,130508,141229,BID461,2025-04-05 23:08:06,Closed
LAND01230,Chennai,6.45,223875,241641,BID264,2025-03-18 17:08:06,Open
LAND01231,Salem,2.7,126385,154406,BID868,2025-03-25 21:08:06,Open
LAND01232,Trichy,3.56,176908,255209,BID745,2025-02-24 17:08:06,Sold
LAND01233,Salem,5.35,398456,431832,BID861,2025-04-02 19:08:06,Closed
LAND01234,Salem,9.73,476640,524145,BID833,2025-03-02 17:08:06,Sold
LAND01235,Trichy,9.43,412215,474025,BID623,2025-03-31 06:08:06,Sold
LAND01236,Salem,2.78,443528,541926,BID398,2025-03-14 13:08:06,Closed
LAND01237,Coimbatore,7.81,385750,468521,BID336,2025-03-12 06:08:06,Sold
LAND01238,Madurai,1.9,339640,386617,BID676,2025-03-07 04:08:06,Sold
LAND01239,Madurai,7.53,466349,490690,BID828,2025-03-22 01:08:06,Open
LAND01240,Coimbatore,10.0,474558,487881,BID477,2025-02-25 20:08:06,Closed
LAND01241,Coimbatore,3.87,368216,435151,BID704,2025-02-15 06:08:06,Open
LAND01242,Madurai,1.23,422180,466793,BID576,2025-02-07 08:08:06,Closed
LAND01243,Chennai,3.19,115010,147454,BID337,2025-03-11 22:08:06,Closed
LAND01244,Trichy,5.76,442655,487148,BID815,2025-03-11 18:08:06,Open
LAND01245,Coimbatore,8.0,269286,321081,BID727,2025-03-24 22:08:06,Closed
LAND01246,Madurai,3.35,441633,466946,BID368,2025-03-10 05:08:06,Sold
LAND01247,Trichy,1.19,136384,227400,BID264,2025-02-16 11:08:06,Closed
LAND01248,Chennai,1.95,190841,219849,BID321,2025-03-21 09:08:06,Closed
LAND01249,Coimbatore,7.61,379390,445202,BID709,2025-02-05 14:08:06,Open
LAND01250,Trichy,7.55,444279,516737,BID201,2025-04-01 04:08:06,Sold
LAND01251,Salem,8.67,259540,294001,BID816,2025-02-15 21:08:06,Open
LAND01252,Madurai,7.24,167415,257809,BID293,2025-02-26 03:08:06,Closed
LAND01253,Madurai,9.29,259514,342457,BID828,2025-02-15 18:08:06,Sold
LAND01254,Coimbatore,8.37,489157,531538,BID107,2025-02-28 06:08:06,Open
LAND01255,Chennai,7.93,250587,337380,BID389,2025-03-06 03:08:06,Sold
LAND01256,Trichy,9.94,368746,403546,BID134,2025-03-10 11:08:06,Closed
LAND01257,Madurai,1.91,251214,337837,BID143,2025-02-23 07:08:06,Open
LAND01258,Chennai,6.14,184661,215674,BID731,2025-02-09 13:08:06,Open
LAND01259,Madurai,4.88,437218,470688,BID952,2025-03-02 17:08:06,Sold
LAND01260,Salem,2.42,395923,431372,BID497,2025-02-21 11:08:06,Sold
LAND01261,Salem,6.14,139955,237946,BID508,2025-03-26 20:08:06,Closed
LAND01262,Madurai,8.36,123919,160718,BID155,2025-02-14 01:08:06,Closed
LAND01263,Salem,3.08,213566,262198,BID565,2025-03-10 06:08:06,Open
LAND01264,Trichy,3.07,166088,249674,BID398,2025-03-19 19:08:06,Sold
LAND01265,Coimbatore,6.07,396722,462957,BID403,2025-03-23 18:08:06,Open
LAND01266,Coimbatore,6.43,323171,375467,BID912,2025-02-18 14:08:06,Sold
LAND01267,Chennai,5.23,437426,482529,BID353,2025-02-28 23:08:06,Sold
LAND01268,Trichy,8.27,398036,483304,BID550,2025-02-28 02:08:06,Open
LAND01269,Salem,2.15,204597,269596,BID713,2025-03-04 00:08:06,Closed
LAND01270,Coimbatore,5.97,120621,132860,BID992,2025-03-28 22:08:06,Sold
LAND01271,Salem,1.46,316427,348490,BID883,2025-02-15 14:08:06,Closed
LAND01272,Chennai,7.57,426303,449230,BID985,2025-02-17 05:08:06,Open
LAND01273,Trichy,8.71,106923,167546,BID575,2025-02-17 01:08:06,Closed
LAND01274,Salem,7.24,226040,263649,BID428,2025-02-28 17:08:06,Open
LAND01275,Chennai,5.33,252387,291956,BID607,2025-02-15 15:08:06,Closed
LAND01276,Chennai,4.56,357030,394193,BID723,2025-03-13 05:08:06,Open
LAND01277,Coimbatore,4.76,140991,213363,BID793,2025-02-10 20:08:06,Open
LAND01278,Chennai,4.45,414079,500094,BID249,2025-02-05 15:08:06,Open
LAND01279,Madurai,2.08,434805,476042,BID679,2025-03-30 13:08:06,Open
LAND01280,Madurai,8.2,124074,144273,BID869,2025-02-27 02:08:06,Sold
LAND01281,Coimbatore,2.46,275788,344241,BID871,2025-02-13 19:08:06,Open
LAND01282,Salem,6.56,256632,315626,BID311,2025-04-04 12:08:06,Sold
LAND01283,Trichy,1.68,163806,225698,BID364,2025-02-22 09:08:06,Sold
LAND01284,Salem,4.23,304450,366686,BID874,2025-04-05 00:08:06,Open
LAND01285,Trichy,1.1,345031,367285,BID366,2025-02-11 03:08:06,Sold
LAND01286,Madurai,6.99,172613,186829,BID493,2025-03-25 05:08:06,Open
LAND01287,Salem,3.99,208549,248641,BID789,2025-03-23 04:08:06,Open
LAND01288,Salem,2.84,284988,369101,BID641,2025-03-21 21:08:06,Closed
LAND01289,Chennai,9.05,415819,510819,BID659,2025-03-21 09:08:06,Open
LAND01290,Madurai,8.29,221132,273062,BID998,2025-03-27 14:08:06,Open
LAND01291,Chennai,5.59,238255,260277,BID641,2025-03-22 00:08:06,Sold
LAND01292,Trichy,2.2,277709,300194,BID816,2025-03-03 17:08:06,Open
LAND01293,Coimbatore,6.29,373933,407418,BID179,2025-03-12 03:08:06,Open
LAND01294,Coimbatore,7.32,291876,323566,BID473,2025-03-24 13:08:06,Closed
LAND01295,Madurai,6.93,381216,464599,BID892,2025-03-04 15:08:06,Closed
LAND01296,Chennai,7.63,295178,348771,BID168,2025-02-12 12:08:06,Closed
LAND01297,Trichy,2.96,194757,284166,BID968,2025-02-08 18:08:06,Closed
LAND01298,Chennai,3.05,268708,315211,BID657,2025-03-29 04:08:06,Sold
LAND01299,Salem,8.68,445475,458605,BID287,2025-04-02 09:08:06,Sold
LAND01300,Chennai,7.11,109022,124830,BID101,2025-04-01 02:08:06,Sold
LAND01301,Chennai,8.33,396206,423733,BID533,2025-02-10 08:08:06,Closed
LAND01302,Trichy,2.19,153540,172500,BID896,2025-02-15 21:08:06,Sold
LAND01303,Chennai,8.91,149173,222064,BID955,2025-04-04 05:08:06,Closed
LAND01304,Salem,4.32,149490,185894,BID287,2025-03-17 14:08:06,Closed
LAND01305,Chennai,4.18,258967,307862,BID597,2025-02-17 23:08:06,Sold
LAND01306,Madurai,2.59,113567,180318,BID972,2025-03-20 18:08:06,Closed
LAND01307,Trichy,1.47,113716,164695,BID840,2025-03-28 01:08:06,Sold
LAND01308,Salem,6.4,133710,173637,BID909,2025-02-24 18:08:06,Closed
LAND01309,Trichy,1.42,344280,418231,BID923,2025-03-08 01:08:06,Sold
LAND01310,Salem,2.21,421446,473621,BID555,2025-03-18 14:08:06,Closed
LAND01311,Madurai,9.32,374160,439882,BID469,2025-03-23 18:08:06,Open
LAND01312,Madurai,9.78,446803,458160,BID271,2025-03-17 19:08:06,Sold
LAND01313,Salem,5.57,296067,359987,BID864,2025-03-09 13:08:06,Closed
LAND01314,Salem,7.62,470956,523615,BID748,2025-03-23 07:08:06,Open
LAND01315,Coimbatore,8.58,326354,382916,BID330,2025-03-29 10:08:06,Open
LAND01316,Trichy,9.77,379475,450750,BID590,2025-03-21 20:08:06,Sold
LAND01317,Chennai,5.8,329901,362030,BID469,2025-03-31 06:08:06,Closed
LAND01318,Trichy,7.48,116503,161196,BID537,2025-02-11 01:08:06,Sold
LAND01319,Coimbatore,5.11,262330,322060,BID740,2025-02-14 20:08:06,Open
LAND01320,Salem,7.11,364003,386397,BID520,2025-02-19 22:08:06,Sold
LAND01321,Coimbatore,1.6,158364,206978,BID180,2025-03-25 14:08:06,Closed
LAND01322,Madurai,3.02,269739,366738,BID166,2025-02-20 22:08:06,Sold
LAND01323,Salem,3.53,414491,490012,BID723,2025-03-30 16:08:06,Sold
LAND01324,Coimbatore,7.71,304303,315736,BID283,2025-02-26 04:08:06,Closed
LAND01325,Coimbatore,2.32,266041,279347,BID433,2025-03-14 06:08:06,Closed
LAND01326,Madurai,3.42,318073,410922,BID781,2025-02-18 16:08:06,Sold
LAND01327,Coimbatore,1.41,316871,382574,BID308,2025-04-05 17:08:06,Closed
LAND01328,Salem,1.72,116345,189488,BID630,2025-03-22 04:08:06,Closed
